"F_得意先番号","F_得意先名称","F_得意先略称","F_敬称","F_英語名称","F_先担当部課","F_先担当","F_先担当敬称","F_経理担当部課","F_経理担当","F_経理担当敬称","F_郵便番号","F_住所１","F_住所２","F_住所３","F_英語住所１","F_英語住所２","F_電話番号","F_ＦＡＸ番号１","F_ＦＡＸ番号２","F_輸送ＬＴ","F_請求先番号","F_納品書発行","F_在庫引当区分","F_個別登録","F_検収区分","F_担当者","F_更新日付","F_更新時刻","F_照会項目","F_登録日","F_更新日","F_検査ＬＴ","F_予備ＬＴ","F_印刷Ｂ","F_切断余長区分","F_生産担当"
"180108S","株式会社ｱｲﾁｺｰﾎﾟﾚｰｼｮﾝ","㈱ｱｲﾁｺｰﾎﾟﾚｰｼｮﾝ","御中","","","","","","","","651-2124","兵庫県神戸市西区伊川谷町潤和973","","","","","078-974-1231","078-974-6508","","1","180108S","3","2","1","2","300137","ｱｲﾁｺ","14:43:20","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"180109S","福栄運輸株式会社","福栄運輸㈱","御中","","","","","","","","674-0093","兵庫県明石市二見町南二見16-9","","","","","078-941-1600","078-941-2600","","1","180109S","3","2","1","2","300137","ﾌｸｴｲｳﾝﾕ","13:49:56","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"18341534","コベルコ建機㈱五日市工場（ＧＥＣ先行技術ｾﾝﾀー）","ｺﾍﾞﾙｺ建機㈱五日市工場（GEC","様","","","兼近","","","","","731-5161","広島市佐伯区五日市港2丁目2","","","","","082-9436751","082-943-6752","","3","18341528","1","1","2","1","100025","ｺﾍﾞﾙｺｹﾝｷ","14:12:06","","2012/04/25 00:00:00","2012/04/25 00:00:00","2","0","","N",""
"18341536","広島相互運送会社　五日市物流センター","物流センター（相互）","様","","","","","","","","731-5161","広島市佐伯区五日市港2丁目3-5","","","","","082-943-5231","082-9435232","","3","18341528","1","1","2","1","100025","ｺﾍﾞﾙｺｹﾝｷ","15:00:40","","2012/08/27 00:00:00","2012/08/27 00:00:00","2","0","","N",""
"18341539","コベルコシンワ（株）　祇園倉庫","コベルコシンワ（株）　祇園倉庫","様","","","","","","","","731-0138","広島市安佐南区祇園3-20-30","","","","","082-850-2467","","","2","18341539","3","2","2","2","100025","ｺﾍﾞﾙｺｹﾝｷ","13:09:57","","2015/03/10 00:00:00","2015/03/10 00:00:00","2","0","","N",""
"18341538","コベルコ沼田工場","コベルコ沼田工場","御中","","","","","","","","","","","","","","","","","1","18341538","3","2","1","2","300137","ｺﾍﾞﾙｺﾇﾏﾀ","10:10:52","","2015/07/17 00:00:00","2015/07/17 00:00:00","1","0","","N",""
"1644155","IHI建機　株式会社","IHI建機㈱","御中","","調達グループ","","","","","","2368611","神奈川県横浜市金沢区昭和町3174","","","","","045-771-1355","045-771-1831","","1","1644155","3","2","1","2","300137","ｱｲｴｲﾁｱｲ","15:16:29","","2015/03/19 00:00:00","2015/03/19 00:00:00","1","0","","N",""
"1411321","有限会社テクネット","（有）テクネット","御中","","","","","","前田","様","5780941","大阪府東大阪市岩田町５丁目２－３０","","","","","072-963-6291","072-963-6292","","1","1411321","3","2","1","2","300137","ﾃｸﾈｯﾄ","13:24:03","","2015/07/28 00:00:00","2015/07/28 00:00:00","1","0","","N",""
"18341544","コベルコシンワ㈱木材港","コベルコシンワ㈱木材港","様","","","","","","","","7380002","廿日市市木材港南1番53号","","","","","0829-34-0021","","","3","18341544","3","1","2","2","100025","ｺﾍﾞﾙｺｹﾝｷ","14:09:37","","2015/08/11 00:00:00","2016/06/27 00:00:00","2","0","","N",""
"BEI0004","BPI","BPI","BPI","PT.BANSHU PLASTIC INDONESIA","","YITNO","MR.","WIRING HARNESS","TOOL","FOR","17530","JL.JABABEKA XIV BLOK J-12B","CIKARANG INDUSTRIAL ESTATE","CIKARANG, BEKASI","17530 INDONESIA","","21-8934895","21-8983449","","3","BEI0004","3","2","1","2","100079","BANSHU","11:55:38","","2015/08/24 00:00:00","2020/08/19 00:00:00","0","0","","N",""
"BEI0005","BRI","BRI","BRI","PT.BANSHU RUBBER INDONESIA","","YITNO","MR.","WIRING HARNESS","TOOL","FOR","41181","CIKANANGA INDUSTRIAL ZONE","DESA CIKUMPAY, KECAMATAN CAMPAKA","KABUPATEN PURWAKARTA","41181 INDONESIA","","62-264-204444","62-264-214444","","3","BEI0005","3","2","1","2","100079","BANSHU","11:58:03","","2015/08/24 00:00:00","2020/08/19 00:00:00","0","0","","N",""
"BEI0006","BEI P-2 Tool","P-2 Tool","BEI","PT.BANSHU ELECTRIC INDONESIA","MCL P-2","WINDA","MS.","WIRING HARNESS","TOOL","FOR","41181","KP. CIKANANGA RT. 06/02","DESA CIKUMPAY, KECAMATAN CAMPAKA","KABUPATEN PURWAKARTA","41181 INDONESIA","","62-264-204444","62-264-214444","","3","BEI0010","3","2","1","2","100079","BANSHU","13:53:15","","2015/09/18 00:00:00","2024/07/24 00:00:00","0","0","","",""
"1251375","キャタピラージャパン合同会社","キャタピラージャパン(同）","御中","","","","","","","","6748686","兵庫県明石市魚住町清水1106-4","","","","","078-556-6286","078-943-0759","","2","1251375","3","2","1","2","300137","ｷｬﾀﾋﾟﾗｰ","10:39:11","","2015/09/18 00:00:00","2017/04/03 00:00:00","1","0","1","","100115"
"180110S","三共自動車株式会社","三共自動車","御中","","","","","","","","651-2131","兵庫県神戸市西区持子1丁目19","","","","","078-929-1298","078-929-1399","","1","180110S","3","2","1","2","300137","ｻﾝｷｮｳｼﾞﾄﾞｳ","13:52:59","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"180114S","株式会社ｶﾞﾘﾊﾞｰｲﾝﾀｰﾅｼｮﾅﾙ","㈱ｶﾞﾘﾊﾞｰｲﾝﾀｰﾅｼｮﾅﾙ","御中","","","","","","","","279-0011","千葉県浦安市美浜1-9-2","","","","","","","","2","180114S","3","2","1","2","300137","ｶﾞﾘﾊﾞｰｲﾝﾀｰ","13:55:45","","2013/08/30 00:00:00","2013/08/30 00:00:00","2","0","","N",""
"180115S","池内陸運輸株式会社","池内陸運輸㈱","御中","","","","","","","","651-2234","兵庫県神戸市西区","","","","","078-991-0064","078-991-3852","","1","180115S","3","2","1","2","300137","ｲｹｳﾁﾘｸｳﾝ","14:02:55","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"1808150","(有)奄建工業所","(有)奄建工業所","御中","","","","","","","","566-0062","大阪府摂津市鳥飼上4丁目12-12","","","","","072-653-0398","072-653-4106","","1","1808150","3","2","1","2","300137","ｱﾏｹﾝ","14:54:58","","2013/09/27 00:00:00","2013/09/27 00:00:00","1","0","","N",""
"1219933","関西電装機器株式会社","関西電装機器㈱","御中","","","","","","","","671-0253","兵庫県姫路市花田町一本末172-1","","","","","079-253-8181","079-253-8187","","1","1219933","3","2","1","2","300137","ｶﾝｻｲﾃﾞﾝｿｳｷ","10:23:59","","2013/09/06 00:00:00","2013/09/06 00:00:00","1","0","","N",""
"1840012S","西日本ｺﾍﾞﾙｺ建機㈱関西支社大阪工場","西日本ｺﾍﾞﾙｺ建機㈱大阪工場","御中","","","","","","","","595-0812","大阪府泉北郡忠岡町忠岡中3丁目997-1","","","","","0725-22-5566","0725-22-5210","","2","1840012S","3","2","1","2","300137","ﾆｼﾆﾎﾝｺﾍﾞﾙｺ","11:10:58","","2013/09/04 00:00:00","2013/09/04 00:00:00","2","0","","N",""
"184013S","西日本ｺﾍﾞﾙｺ建機㈱ｸﾚｰﾝ工場","西日本ｺﾍﾞﾙｺ建機㈱ｸﾚｰﾝ工場","御中","","","","","","","","660-0086","兵庫県尼崎市丸島町46-1","","","","","","06-6414-2210","","1","184013S","3","2","1","2","300137","ﾆｼﾆﾎﾝｺﾍﾞﾙｺ","11:13:01","","2013/09/04 00:00:00","2013/09/04 00:00:00","1","0","","N",""
"1840011S","コベルコ建機日本株式会社　兵庫西工場","ｺﾍﾞﾙｺ建機日本㈱兵庫西工場","御中","","","","","","","","672-8022","兵庫県姫路市白浜町宇佐崎南2丁目58番地","","","","","079-245-4077","079-245-4078","","1","1840011S","3","2","1","2","300137","ｺﾍﾞﾙｺ","13:11:24","","2013/09/04 00:00:00","2019/05/09 00:00:00","1","0","","N",""
"1457514A","株式会社トモエシステム","㈱トモエシステム","御中","","","","","","","","6520803","兵庫県神戸市兵庫区大開通7丁目1番17号","","","","","078-576-1088","078-576-1098","","0","1457514A","3","2","1","2","300137","ﾄﾓｴｼｽﾃﾑ","11:20:14","","2014/09/24 00:00:00","2014/09/24 00:00:00","0","0","","N",""
"BEI0001","BEI P-1 HE-Expor","P-1 HE-Expor","BEI","PT.BANSHU ELECTRIC INDONESIA","P-1 (HE-EXP)","MUHTADIN","MR.","WIRING HARNESS","MATERIAL","FOR","41181","KP. CIKANANGA RT. 06/02","DESA CIKUMPAY, KECAMATAN CAMPAKA","KABUPATEN PURWAKARTA","41181 INDONESIA","","62-264-204444","62-264-214444","0010717387055000","3","BEI0001","3","2","1","2","100079","BANSHU","17:47:25","","2014/01/14 00:00:00","2026/07/24 00:00:00","0","0","","N",""
"BEI0002","BEI P-2 Motorcycle","P-2 Motorcycle","BEI","PT.BANSHU ELECTRIC INDONESIA","MCL P-2","WINDA","MS.","WIRING HARNESS","MATERIAL","FOR","41181","KP. CIKANANGA RT. 06/02","DESA CIKUMPAY, KECAMATAN CAMPAKA","KABUPATEN PURWAKARTA","41181 INDONESIA","","62-264-204444","62-264-214444","","3","BEI0010","3","2","1","2","100079","BANSHU","13:52:56","","2014/01/14 00:00:00","2024/07/24 00:00:00","0","0","","N",""
"18.40556","","","","","","","","","","","","","","","","","","","","0","18.40556","3","2","1","2","300137","","10:18:11","","2016/09/09 00:00:00","2016/09/09 00:00:00","0","0","","",""
"18341556","正和運輸株式会社　五日市物流ｾﾝﾀｰ","物流センター（正和）","御中","","","","","","","","7325161","広島県広島市佐伯区五日市港２－３－４","","","","","082-943-6011","","","3","1834152","1","1","2","1","300137","ｺﾍﾞﾙｺ","10:53:18","","2016/09/09 00:00:00","2016/09/09 00:00:00","2","0","","",""
"2","","","","","","","","","","","","","","","","","","","","0","2","3","2","1","2","100079","","16:30:07","","2017/09/21 00:00:00","2017/09/21 00:00:00","0","0","","",""
"JPN0001","BEE","BEE","","TB BANSHU ELECTRIC EQUIPMENT CO., LTD.","TJHANG","FERRY","","","","","","457-4 AZA SHIMOGATANI,","OKUBOMACHI, OKUBO-CHO, AKASHI-SHI,","HYOGO-KEN 674-0067 JAPAN","OFFICE: 25-1 NISHITANI, HIRAOKA-CHO,","KAKOGAWA-SHI, HYOGO-KEN 675-0102 JAPAN","81-79-456-0010","81-79-456-0020","","0","JPN0001","3","2","1","2","100079","","11:22:27","","2017/09/22 00:00:00","2023/05/17 00:00:00","0","0","","",""
"DNK0001","TANTEC A/S","TANCEC","","TANTEC A/S","","","","","","","6640","INDUSTRIVEJ 6","DK 6640 LUNDERSKOV - DENMARK","VAT: DK67382218","","","'+45-7684-0844","'+45-7558-5822","","0","DNK0001","3","2","1","2","100079","","14:07:37","","2017/11/01 00:00:00","2018/10/29 00:00:00","0","0","","",""
"1251375D","CAT 自動倉庫","CAT 自動倉庫","御中","","","","","","","","6748686","兵庫県明石市魚住町清水1106-4","","","","","078-556-6286","078-943-0759","","1","1251375","3","2","1","2","100106","ｷｬﾀﾋﾟﾗｰ","11:08:01","","2018/11/01 00:00:00","2018/11/01 00:00:00","1","0","","",""
"1451311","東亜電気工業株式会社　刈谷営業所","東亜電気工業㈱","御中","","","","","","","","458-0922","愛知県名古屋市緑区桶挟間切戸2214番地","","","","","052-626-1400","052-626-1401","","1","1451311","1","2","1","2","300137","ﾄｳｱ","10:35:35","","2018/07/06 00:00:00","2018/07/21 00:00:00","3","0","","","100070"
"18341547","(株)日立物流西日本　五日市物流センター","(株)日立物流_(ライン)","様","Kobelco Construction Machinery Co., Ltd.","","","","","","","731-5161","広島市佐伯区五日市港2丁目1番16-2号DPL五日市港内2F","","","","","082-943-5620","082-943-5621","","1","1834152","3","2","1","1","100106","ﾋﾀﾁﾌﾞﾂﾘｭｳ","11:48:08","","2018/11/27 00:00:00","2018/11/27 00:00:00","2","0","","",""
"1251375F","明華工業検収所","明華直送納場","御中","","","","","","","","674-0074","明石市魚住町清水1085番地","","","","","078-942-5511","","","1","1251375","3","2","1","2","100106","","17:40:26","","2019/03/22 00:00:00","2019/03/26 00:00:00","1","0","","",""
"BEI0007","BEI P-2 Subang","P-2 Subang","BEI","PT.BANSHU ELECTRIC INDONESIA","MCL P-2","WINDA","MS.","WIRING HARNESS","MATERIAL","FOR","41181","KP. CIKANANGA RT. 06/02","DESA CIKUMPAY, KECAMATAN CAMPAKA","KABUPATEN PURWAKARTA","41181 INDONESIA","","62-000-000000","62-000-000000","","3","BEI0010","3","2","1","2","100079","BANSHU","13:53:28","","2015/11/13 00:00:00","2024/07/24 00:00:00","0","0","","",""
"1724603S","株式会社イチネンアクセス　千葉倉庫","㈱イチネンアクセス　千葉倉庫","御中","","","","","","","","284-000","千葉県四街道大日530-19","","","","","043-382-4320","043-382-4321","","2","1724603S","1","2","1","2","100107","ｱｸｾｽ","14:03:29","","2019/01/22 00:00:00","2022/04/04 00:00:00","1","0","","",""
"BEI0009","BEI P-2 Proto","P-2 Proto","BEI","PT.BANSHU ELECTRIC INDONESIA","MCL P-2","WINDA","MS.","WIRING HARNESS","MATERIAL","FOR","41181","KP. CIKANANGA RT. 06/02","DESA CIKUMPAY, KECAMATAN CAMPAKA","KABUPATEN PURWAKARTA","41181 INDONESIA","","62-264-204444","62-264-214444","","3","BEI0010","3","2","1","2","100079","BANSHU","13:53:47","","2016/03/03 00:00:00","2024/07/24 00:00:00","0","0","","",""
"1349932","泉州電業株式会社","泉州電業㈱","御中","","","","","","","","564-0044","大阪府吹田市南金田","","","","","06-6384-2251","06-6384-2252","","3","1349932","3","2","1","2","300137","ｾﾝｼｭｳﾃﾞﾝ","14:43:10","","2017/05/15 00:00:00","2017/05/15 00:00:00","2","0","","",""
"9000310","りそな銀行　ｴｰｼﾞｪﾝﾄｸﾞﾙｰﾌﾟ","","御中","","","","","","","","1358581","東京都江東区木場一丁目５番６５号","深川ギャザリアＷ2棟","","","","","","","0","9000310","3","2","1","2","300137","","14:48:03","","2016/03/31 00:00:00","2016/03/31 00:00:00","0","0","","",""
"TWN0001","","","","","","","","","","","","","","","","","","","","0","TWN0001","3","2","1","2","100079","","10:55:31","","2018/03/05 00:00:00","2018/03/05 00:00:00","0","0","","",""
"1724603K","株式会社イチネンアクセス　千葉倉庫","㈱イチネンアクセス　千葉倉庫","御中","","","","","","","","284-000","千葉県四街道大日530-19","","","","","043-382-4320","043-382-4321","","2","1724603K","1","2","1","2","100107","ｱｸｾｽ","14:02:59","","2019/02/08 00:00:00","2022/04/04 00:00:00","1","0","","",""
"1848120S","西日本ｺﾍﾞﾙｺ建機㈱福山営業所","西日本ｺﾍﾞﾙｺ建機㈱福山営業所","御中","","","","","","","","721-0952","広島県福山市曙町６丁目９－１１","","","","","084-981-2220","084-957-8280","","2","1848120S","3","2","1","2","300137","ﾆｼﾆﾎﾝ","14:35:15","","2018/06/28 00:00:00","2018/06/28 00:00:00","1","0","","",""
"1251375G","CAT 152棟検収所","CAT　152棟検収所","御中","","","","","","","","6748686","兵庫県明石市魚住町清水1106-4","","","","","078-556-6286","","","1","1251375","3","2","1","2","100106","","11:35:48","","2019/05/27 00:00:00","2019/05/27 00:00:00","1","0","","",""
"1624102","住友重機械建機クレーン株式会社　名古屋工場","住友重機械建機クレーン㈱","御中","","調達ｾﾝﾀｰ長","野崎","様","","","","4748550","愛知県大府市朝日町六丁目１番地","","","","","0562-48-5151","","","2","1624102","1","2","1","1","300137","ｽﾐﾄﾓ","10:06:13","","2016/01/28 00:00:00","2019/12/24 00:00:00","3","0","1","","100149"
"1227392","東プレ株式会社","東プレ㈱","御中","","冷凍機器事業部　海外事業開発部","鈴木","様","","","","3290611","栃木県河内郡上三川町上三川3777","","","","","0285564464","0285564662","","2","1227392","1","2","1","2","300137","ﾄｳﾌﾟﾚ","10:30:28","","2016/10/06 00:00:00","2016/10/06 00:00:00","1","0","","",""
"2196314","川崎重工業株式会社　神戸工場","川崎重工業㈱神戸工場","御中","","","","","","","","6508670","兵庫県神戸市中央区東川崎町3丁目1番1号","","","","","078-682-5344","078-682-5069","","1","2196314","3","2","1","2","300137","ｶﾜｻｷｼﾞｭｳｺｳ","10:51:54","","2016/10/17 00:00:00","2016/10/17 00:00:00","6","0","","",""
"1724366","三菱重工ｻｰﾏﾙｼｽﾃﾑｽﾞ株式会社","三菱重工ｻｰﾏﾙｼｽﾃﾑｽﾞ㈱","御中","","","","","","","","6528585","兵庫県神戸市兵庫区和田崎町1丁目1番1号","","","","","0525039212","0525047552","","3","1724366","3","2","1","2","100106","ﾐﾂﾋﾞｼｼﾞｭｳｺ","17:41:13","","2016/10/17 00:00:00","2021/08/30 00:00:00","4","0","","","100149"
"IND0001","MOTHERSON SUMI SYSTEMS LIMITED","MSSL","MSSL","MOTHERSON SUMI SYSTEMS LIMITED  SBU II","JEEVAN","RAWAT","MR.","WIRING HARNESS","MATERIAL","FOR","201301","C-6-7 (GROUND FLOOR), SECTOR-1","NOIDA-201301","UTTAR PRADESH, INDIA","","","'+91-9910760680","","09AAACM0405A1ZB","0","IND0001","3","2","1","2","100079","BANSHU","17:19:40","","2017/09/21 00:00:00","2020/12/23 00:00:00","0","0","","",""
"1322111","ｼﾏﾌﾞﾝｴﾝｼﾞﾆｱﾘﾝｸﾞ株式会社","ｼﾏﾌﾞﾝｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱","御中","","","","","工務室","祝","様","675-0155","兵庫県加古郡播磨町新島４１番地","","","","","079-435-7233","079-435-3827","","3","1322111","2","2","2","2","100126","ｼﾏﾌﾞﾝ","17:27:17","","2018/06/01 00:00:00","2022/04/01 00:00:00","7","0","","","100110"
"18341548","(株)日立物流西日本　五日市物流センター","(株)日立物流_CKD","様","Kobelco Construction Machinery Co., Ltd.","","","","","","","731-5161","広島市佐伯区五日市港2丁目1番16-2号DPL五日市港内2F","","","","","082-943-5620","082-943-5621","","1","1834152","3","2","1","1","100106","ﾋﾀﾁﾌﾞﾂﾘｭｳ","09:58:13","","2019/06/04 00:00:00","2019/06/04 00:00:00","2","0","","",""
"1464719","トーハツマリーン株式会社","トーハツマリーン㈱","御中","","","","","","","","399-4101","長野県駒ヶ根市下平4495-9","","","","","0265-82-1083","","","2","1464719","1","2","1","2","300137","ﾄｰﾊﾂ","11:16:33","","2019/08/28 00:00:00","2019/08/28 00:00:00","3","0","","","100070"
